Province,Basin,Section_name,Monitoring_time,Water_quality_class,Water_temperature(°C),pH,Dissolved_oxygen(mg/L),Electrical_conductivity(μS/cm),Turbidity(NTU),COD_Mn(mg/L),NH3-N(mg/L),TP(mg/L),TN(mg/L),Chlorophyll_a(mg/L),Algae_density(cells/L)
云南省,Dianchi Lake Basin,观音山东,01-15 20:00,2,9.8,8,9.0,589.8,1.7,5.4,0.79,0.041,2.07,0.051,11056150
云南省,Dianchi Lake Basin,观音山中,01-15 20:00,2,11.9,8,7.3,566.2,9.8,6.0,0.68,0.037,1.88,0.005,7550880
云南省,Dianchi Lake Basin,观音山西,01-15 20:00,3,12.2,8,7.3,568.2,3.7,6.5,0.80,0.039,1.98,0.005,979011
云南省,Dianchi Lake Basin,滇池南,01-15 20:00,3,11.7,8,8.0,569.8,3.0,6.6,0.79,0.037,1.69,0.037,8182640
云南省,Dianchi Lake Basin,白鱼口,01-15 20:00,2,11.9,8,7.8,579.6,3.2,6.0,0.74,0.039,2.47,0.006,4238641
云南省,Dianchi Lake Basin,断桥,01-15 20:00,2,12.0,8,9.4,581.7,3.1,3.3,0.04,0.033,5.49,0.004,11050120
云南省,Pearl River Basin,抚仙湖心,01-15 20:00,0,14.6,8,7.6,309.4,0.1,1.1,0.02,0.010,0.13,0.001,195346
云南省,Pearl River Basin,杞麓湖心,01-15 20:00,4,12.6,9,11.2,658.3,32.3,6.1,0.02,0.102,2.08,0.003,92042350
云南省,Pearl River Basin,星云湖心,01-15 20:00,3,13.3,9,8.3,697.6,7.4,6.5,0.02,0.069,1.15,0.008,14485440
云南省,Pearl River Basin,异龙湖中,01-15 20:00,4,14.4,9,9.5,594.4,9.1,11.3,0.07,0.044,1.13,0.020,33598300
云南省,Southwest Rivers,洱海湖心,01-15 20:00,2,12.0,9,8.5,270.1,3.1,4.3,0.02,0.020,0.34,0.022,28503700
陕西省,Yangtze River Basin,石门水库,01-15 20:00,0,7.5,8,9.5,234.6,3.1,1.5,0.05,0.010,1.00,0.045,1839278
陕西省,Yangtze River Basin,瀛湖坝前,01-15 20:00,1,12.5,8,9.0,268.5,1.5,1.2,0.02,0.023,1.25,0.025,1798568
甘肃省,Northwest Rivers,红崖山水库,01-15 20:00,0,2.9,8,13.3,639.8,5.7,1.2,0.02,0.007,2.21,0.006,247327
青海省,Yellow River Basin,龙羊峡库区出水口,01-15 20:00,0,7.9,8,8.3,487.9,1.7,1.6,0.02,0.006,0.66,0.002,139379
宁夏回族自治区,Yellow River Basin,鸭子荡水库,11-17 08:00,1,9.2,8,9.0,828.8,4.0,1.7,0.04,0.011,1.77,0.002,622629
宁夏回族自治区,Yellow River Basin,香山湖,01-15 20:00,0,4.4,9,11.2,660.5,2.3,2.0,0.02,0.005,0.78,0.003,1705678
新疆维吾尔自治区,Northwest Rivers,乌伦古湖码头,01-15 20:00,2,3.1,8,11.9,0,165.2,4.1,0.09,0.012,0.54,0.005,475617
河北省,Hai River Basin,姜各庄,01-16 20:00,1,1.5,8,13.8,635.7,11.5,3.3,0.02,0.068,4.44,0.050,5573430
河北省,Hai River Basin,衡水湖大湖心,12-18 20:00,2,6.6,9,10.4,1380.7,8.5,5.6,0.04,0.018,0.63,0.003,1316640
河北省,Hai River Basin,南刘庄,11-26 12:00,2,6.0,6,12.4,3.8,4.6,3.3,0.02,0.032,3.31,0.014,139743100
河北省,Hai River Basin,烧车淀,11-27 08:00,1,5.6,8,11.2,675.0,1.7,2.0,0.02,0.018,2.45,0.003,1075008
河北省,Hai River Basin,圈头,11-27 16:00,1,7.8,8,9.3,664.0,1.8,3.9,0.02,0.022,0,0.005,966853
河北省,Hai River Basin,采蒲台,01-16 20:00,2,6.2,8,9.0,1080.4,1.7,4.2,0.02,0.019,0.40,0.002,5528976
河北省,Hai River Basin,光淀张庄,11-27 12:00,1,1.6,8,14.1,1555.1,902.2,2.2,0.02,0.013,2.92,0.001,1354254
吉林省,Songhua River Basin,桦树林,01-16 20:00,2,2.2,7,8.9,138.8,7.9,5.2,0.02,0.034,1.84,0.001,950272
黑龙江省,Songhua River Basin,磨盘山水库出口,01-16 20:00,2,3.3,8,14.0,85.2,2.4,5.7,0.02,0.044,2.61,0.009,536576
黑龙江省,Songhua River Basin,泄洪1闸(小兴凯湖一闸),01-16 20:00,2,3.1,8,15.6,411.9,7.1,5.7,0.02,0.032,1.69,0.01,14208.00
黑龙江省,Songhua River Basin,档壁镇,01-16 20:00,3,4.9,8,10.1,181.9,85.7,4.7,0.54,0.082,1.51,0.010,10000
黑龙江省,Songhua River Basin,三道,01-16 20:00,3,2.4,7,11.9,152.7,40.1,5.4,0.02,0.096,3.10,0.031,33024
上海市,Lake Tai Basin,急水港桥,01-16 20:00,1,7.3,9,11.2,693.3,30.8,3.4,0.21,0.064,2.70,0.013,632146
江苏省,Lake Tai Basin,锡东水厂,01-16 20:00,2,8.7,8,10.7,420.2,27.0,1.8,0.02,0.042,1.73,0.005,1834730
江苏省,Lake Tai Basin,兰山嘴,01-16 20:00,3,5.7,8,12.7,397.5,60.6,3.6,0.02,0.065,1.42,0.010,6107777
江苏省,Lake Tai Basin,拖山,01-16 20:00,3,5.8,9,12.5,559.4,18.5,3.6,0.02,0.055,2.20,0.049,1407008
江苏省,Lake Tai Basin,五里湖心,01-16 20:00,2,6.2,8,11.1,334.0,0,2.5,0.02,0.031,1.11,0.004,1032750
江苏省,Lake Tai Basin,胥湖心,01-16 20:00,3,6.5,8,11.4,338.9,131.2,3.7,0.02,0.067,2.51,0.007,4311930
江苏省,Lake Tai Basin,乌龟山南,01-16 20:00,2,5.6,8,13.0,322.5,51.6,3.2,0.02,0.032,1.43,0.014,3106360
江苏省,Lake Tai Basin,阳澄湖心,01-16 20:00,2,6.7,8,10.9,422.8,14.9,1.8,0.02,0.047,1.65,0.010,4867970
江苏省,Huai River Basin,老山乡,01-16 20:00,3,4.8,9,16.7,721.1,31.2,4.1,0.02,0.059,2.27,0.032,23319800
江苏省,Huai River Basin,蒋坝镇,01-16 20:00,3,4.6,8,14.4,660.6,12.5,5.1,0.02,0.060,1.75,0.016,9875490
江苏省,Huai River Basin,高良涧镇,01-16 20:00,3,4.8,8,12.4,713.6,35.4,4.2,0.02,0.052,1.35,0.013,4583850
江苏省,Huai River Basin,洪金,01-16 20:00,2,5.1,8,12.3,703.6,23.2,4.8,0.09,0.026,1.19,0.006,1179140
江苏省,Huai River Basin,临淮乡,01-16 20:00,2,4.2,8,14.3,658.1,14.1,5.3,0.02,0.033,1.04,0.006,4097931
江苏省,Huai River Basin,成河乡中,01-16 20:00,2,4.3,8,13.1,693.8,32.5,3.7,0.02,0.041,0.97,0.003,4482759
江苏省,Huai River Basin,龙集镇北,01-16 20:00,2,3.8,9,13.1,673.0,11.7,4.2,0.02,0.026,0.88,0.003,5037240
江苏省,Huai River Basin,骆马湖乡,01-16 20:00,1,2.6,8,14.8,608.5,2.1,3.0,0.03,0.021,1.15,0.010,1155441
江苏省,Huai River Basin,三场,01-16 20:00,1,3.6,8,14.8,704.9,2.1,3.3,0.02,0.016,1.39,0.008,1468451
浙江省,Zhejiang-Fujian Rivers,北湖中心,01-16 20:00,2,6.9,7,11.8,86.4,44.3,2.0,0.03,0.026,1.46,0.029,138748
浙江省,Zhejiang-Fujian Rivers,铜山源水库,01-16 20:00,1,9.8,7,10.3,93.6,2.4,0.9,0.02,0.021,0.43,0.033,31128000
浙江省,Zhejiang-Fujian Rivers,里石门水库,01-16 20:00,0,11.6,7,9.9,67.1,1.6,1.4,0.02,0.008,0.76,0.002,686472
安徽省,Chao Lake Basin,湖滨,01-16 20:00,1,6.8,8,12.7,368.8,20.7,3.0,0.02,0.025,1.18,0.014,1613379
安徽省,Chao Lake Basin,黄麓,01-16 20:00,2,5.6,8,13.4,332.9,21.5,3.0,0.02,0.031,1.38,0.014,13040290
安徽省,Chao Lake Basin,靠近大坝,01-16 20:00,1,7.1,7,10.7,84.9,15.2,1.9,0.02,0.018,0.98,0.006,706379
安徽省,Chao Lake Basin,新河入湖区,01-16 20:00,2,6.4,8,14.6,637.5,11.1,4.1,0.02,0.036,1.18,0.015,11191860
安徽省,Chao Lake Basin,西半湖湖心,01-16 20:00,2,5.8,8,13.2,355.6,5.6,3.1,0.02,0.026,1.12,0.018,2186896
安徽省,Chao Lake Basin,龟山,01-16 20:00,1,6.7,8,15.5,323.2,75.6,2.7,0.02,0.021,0.78,0.017,1506700
安徽省,Chao Lake Basin,东半湖湖心,01-16 20:00,2,6.9,8,12.9,367.4,22.9,3.2,0.02,0.035,1.24,0.018,2296219
安徽省,Chao Lake Basin,忠庙,01-16 20:00,2,6.7,8,13.5,314.8,24.0,3.1,0.02,0.027,1.22,0.004,761252
安徽省,Chao Lake Basin,兆河入湖区,01-16 20:00,3,5.9,9,13.9,329.3,10.8,6.9,0.04,0.033,0.78,0.035,5565607
安徽省,Huai River Basin,瓦埠湖,01-16 20:00,2,6.2,8,12.1,345.4,32.5,4.4,0.02,0.036,1.20,0.035,6639057
安徽省,Huai River Basin,焦岗湖,01-16 20:00,2,6.4,8,10.9,943.1,9.5,4.8,0.02,0.026,0.61,0.002,978183
安徽省,Yangtze River Basin,菜子湖,01-16 20:00,3,6.9,8,12.0,206.5,68.0,3.1,0.03,0.058,2.59,0.019,6615608
安徽省,Yangtze River Basin,龙感湖湖心（皖）,01-16 20:00,4,6.5,8,10.7,265.6,263.7,5.0,0.02,0.145,1.59,0.004,26377510
安徽省,Yangtze River Basin,武昌湖,01-16 20:00,1,8.1,8,11.2,133.4,20.5,1.0,0.04,0.022,0.97,0.006,6409078
安徽省,Yangtze River Basin,花亭湖坝前,01-16 20:00,1,10.8,7,9.4,89.1,1.1,1.1,0.02,0.011,0.47,0.004,151356
安徽省,Yangtze River Basin,大官湖,01-16 20:00,3,7.0,8,11.8,298.6,177.0,5.0,0.02,0.078,1.22,0.006,24155170
安徽省,Yangtze River Basin,黄湖,01-16 20:00,3,6.5,8,11.0,345.4,132.1,4.9,0.02,0.091,1.93,0.013,3665247
安徽省,Yangtze River Basin,太平湖湖心,01-16 20:00,0,10.9,8,10.0,93.0,1.7,1.4,0.02,0.008,0.49,0.002,1884253
安徽省,Yangtze River Basin,南漪湖西湖湖心,01-16 20:00,2,6.5,7,12.9,205.2,34.6,2.6,0.02,0.032,1.66,0.016,28203000
福建省,Zhejiang-Fujian Rivers,山美水库库心,01-16 20:00,1,18.5,7,6.9,135.2,3.1,0.9,0.02,0.009,0,0.012,2024420
江西省,Yangtze River Basin,蛤蟆石,01-16 20:00,2,9.1,8,11.7,229.6,131.1,2.3,0.11,0.038,2.32,0.002,58769
江西省,Yangtze River Basin,仙女湖湖心岛,01-16 20:00,3,11.3,9,11.1,347.9,11.7,2.6,0.18,0.061,1.44,0.020,12363290
江西省,Yangtze River Basin,康山,01-16 20:00,3,5.3,7,10.9,154.4,30.7,2.2,0.16,0.054,1.58,0.004,10000
山东省,Huai River Basin,崂山水库中心,01-16 20:00,1,3.7,8,11.3,242.7,2.2,3.0,0.06,0.012,1.97,0.013,1684000
山东省,Huai River Basin,二级坝,01-16 20:00,1,3.7,8,12.7,964.3,2.1,3.6,0.04,0.022,1.14,0.007,800781
山东省,Huai River Basin,云蒙湖湖心,01-16 20:00,1,4.5,8,11.3,466.0,2.7,3.0,0.07,0.018,3.70,0.002,36495
山东省,Hai River Basin,北湖,12-11 12:00,1,8.4,8,9.1,869.2,8.4,2.5,0.02,0.017,0.99,0.002,1802425
河南省,Huai River Basin,白龟山水库,01-16 20:00,2,7.1,8,9.8,515.8,8.3,2.2,0.02,0.026,0.63,0.007,621000
河南省,Huai River Basin,昭平台水库,01-16 20:00,0,5.5,8,13.1,291.7,11.8,1.9,0.03,0.009,0.49,0.006,178031
河南省,Yellow River Basin,三门峡水库,01-16 20:00,2,1.4,9,14.3,1370.5,83.3,1.9,0.02,0.029,4.39,0.003,714520
河南省,Yangtze River Basin,五龙泉,01-16 20:00,2,11.0,8,10.1,291.1,4.3,1.8,0.02,0.031,1.09,0.004,855714
河南省,Yangtze River Basin,宋岗,01-16 20:00,0,11.4,8,10.5,293.0,4.1,1.6,0.02,0.007,0.94,0.003,750274
河南省,Yangtze River Basin,陶岔,01-16 20:00,0,10.1,8,10.4,297.9,3.8,1.7,0.02,0.009,1.01,0.003,793614
河南省,Huai River Basin,饮用水源地取水口,01-16 20:00,1,10.0,7,8.7,164.5,2.3,2.8,0.02,0.008,0.48,0.011,25495000
河南省,Huai River Basin,鲇鱼山水库大坝北,01-16 20:00,1,8.4,7,10.3,91.0,1.5,2.2,0.02,0.008,0.50,0.002,1969966
河南省,Yellow River Basin,南山,01-16 20:00,1,4.3,8,13.4,999.1,6.2,1.5,0.02,0.016,0,0.008,2084996
湖北省,Yangtze River Basin,江夏湖心,01-16 20:00,1,8.8,8,13.4,235.8,2.7,3.1,0.02,0.014,0.51,0.006,358424
湖北省,Yangtze River Basin,西梁子湖湖心（南北嘴）,01-16 20:00,1,8.2,8,11.6,162.7,11.8,2.2,0.02,0.014,0,0.003,3269107
湖北省,Yangtze River Basin,牛山湖湖心,01-16 20:00,1,8.6,8,11.3,213.9,6.6,2.5,0.05,0.011,0.44,0.002,8837800
湖北省,Yangtze River Basin,西梁子湖湖北,01-16 20:00,1,8.4,8,11.1,171.6,13.6,2.3,0.02,0.016,0.39,0.003,1357402
湖北省,Yangtze River Basin,西梁子湖湖南,01-16 20:00,5,10.3,8,0.01,160.7,24.9,2.7,0.02,0.020,0.62,0.005,12754420
湖北省,Yangtze River Basin,丹江口水库坝上中,01-16 20:00,1,9.7,8,8.3,287.8,9.0,2.0,0.06,0.022,0.75,0.015,7393000
湖北省,Yangtze River Basin,隔河岩水库坝上,01-16 20:00,0,13.0,8,8.7,295.3,1.7,0.5,0.02,0.010,2.09,0.014,2198472
湖北省,Yangtze River Basin,梁子岛水源(七星),01-16 20:00,1,8.4,8,10.6,175.5,24.4,2.6,0.11,0.013,1.03,0.022,137845000
湖北省,Yangtze River Basin,漳河水库库心,01-16 20:00,0,9.8,7,10.8,301.1,2.4,1.4,0.02,0.006,0.34,0.0002,4305185
湖北省,Yangtze River Basin,杨柴湖,01-16 20:00,3,10.7,8,4.5,468.6,87.3,5.3,0.26,0.063,2.10,0.006,4690450
湖北省,Yangtze River Basin,排水闸,01-16 20:00,3,9.6,8,9.7,457.1,57.7,5.7,0.12,0.073,1.32,0.008,22379530
湖北省,Yangtze River Basin,湖心B(洪湖湖心B),01-16 20:00,4,8.6,8,11.5,493.6,79.5,7.5,0.14,0.114,1.65,0.008,44103
湖北省,Yangtze River Basin,白莲河水库坝上,01-16 20:00,2,10.8,7,8.5,110.4,10.1,1.3,0.02,0.033,0.55,0.015,46520680
湖北省,Yangtze River Basin,咸宁湖心,01-16 20:00,1,9.5,8,12.0,219.7,6.3,2.8,0.02,0.017,0.58,0.001,1879978
湖北省,Yangtze River Basin,富水水库,01-16 20:00,1,11.5,7,9.2,206.7,2.5,1.3,0.21,0.008,0.79,0.010,16313000
湖南省,Yangtze River Basin,岳阳楼,01-16 20:00,3,10.5,8,10.5,294.1,41.7,1.1,0.02,0.058,1.74,0.002,179577
湖南省,Yangtze River Basin,蒋家嘴,01-16 20:00,2,9.8,8,9.1,247.8,29.7,1.4,0.10,0.047,1.21,0.004,68532000
湖南省,Yangtze River Basin,万家嘴,01-16 20:00,1,14.1,8,9.4,271.5,12.2,1.5,0.02,0.032,1.71,0.002,270832
湖南省,Yangtze River Basin,万子湖,01-16 20:00,2,11.9,8,11.9,403.1,29.0,1.0,0.02,0.033,1.60,0.002,2333120
湖南省,Yangtze River Basin,南嘴,01-16 20:00,0,11.5,8,10.4,315.4,53.4,0.9,0.02,0.005,1.61,0.007,304151
湖南省,Yangtze River Basin,小河嘴,01-16 20:00,2,11.6,8,10.7,231.2,34.5,0.8,0.03,0.035,1.38,0.001,51157000
湖南省,Yangtze River Basin,大通湖,01-16 20:00,3,9.3,8,12.5,432.1,45.4,4.1,0.02,0.085,0.89,0.013,3521820
湖南省,Yangtze River Basin,头山,01-16 20:00,0,15.1,7,8.3,104.8,10.5,0.4,0.02,0.008,0.76,0.004,767000
广东省,Pearl River Basin,良德水库,01-16 20:00,1,19.4,7,7.3,69.1,4.6,1.4,0.02,0.016,0.47,0.005,223451
广西壮族自治区,Pearl River Basin,龙岩滩水库,01-16 20:00,1,18.6,8,7.4,363.8,1.9,0.7,0.02,0.009,2.26,0.0005,824195
海南省,Pearl River Basin,大隆水库出口,01-16 20:00,1,24.0,7,6.8,91.4,3.4,1.2,0.02,0.008,0.67,0.005,1560440.00
海南省,Pearl River Basin,松涛水库南丰库心,01-16 20:00,0,21.7,7,7.5,74.1,1.0,1.1,0.02,0.006,0.57,0.005,2011420
海南省,Pearl River Basin,大广坝水库库心,01-16 20:00,1,21.8,7,8.7,84.2,4.6,2.9,0.02,0.010,0.68,0.008,6866440
四川省,Yangtze River Basin,鲁班岛,01-16 20:00,3,11.0,8,8.4,346.5,1.4,1.5,0.21,0.066,0.82,0.006,3332182
四川省,Yangtze River Basin,邛海湖心,01-16 20:00,1,12.8,8,7.8,336.8,5.8,1.7,0.02,0.011,0.25,0.006,11878
贵州省,Yangtze River Basin,贵铝泵房,01-16 20:00,2,11.1,8,7.5,470.3,0.3,1.6,0.02,0.027,1.98,0.008,1530528
贵州省,Yangtze River Basin,花鱼洞,01-16 20:00,0,8.7,8,8.6,366.8,2.8,2.0,0.02,0.008,0,0.007,1135979
云南省,Pearl River Basin,阳宗海中,01-16 20:00,1,13.8,8,7.6,478.3,1.4,3.5,0.16,0.025,0.55,0.006,1524980
云南省,Dianchi Lake Basin,草海中心,01-16 20:00,2,11.7,8,8.6,576.2,10.8,4.3,0.14,0.040,4.80,0.028,7521150
云南省,Dianchi Lake Basin,灰湾中,01-16 20:00,3,11.1,8,7.8,573.5,8.8,6.8,0.61,0.034,2.32,0.006,1302693
云南省,Dianchi Lake Basin,罗家营,01-16 20:00,3,11.6,8,7.6,538.2,24.0,6.2,0.73,0.042,2.36,0.003,1344313
云南省,Dianchi Lake Basin,观音山东,01-16 20:00,2,9.2,8,8.3,589.8,3.6,5.5,0.75,0.043,2.16,0.039,9172725
云南省,Dianchi Lake Basin,观音山中,01-16 20:00,3,11.2,8,7.5,565.2,10.3,6.2,0.74,0.037,1.87,0.005,5882290
云南省,Dianchi Lake Basin,观音山西,01-16 20:00,3,11.5,8,7.6,567.7,5.2,6.2,0.79,0.052,2.05,0.006,1130990
云南省,Dianchi Lake Basin,海口西,01-16 20:00,3,11.3,8,8.0,556.0,7.7,6.1,0.78,0.034,1.91,0.014,2258090
云南省,Dianchi Lake Basin,滇池南,01-16 20:00,3,11.0,8,7.5,569.3,4.7,6.4,0.78,0.043,1.67,0.001,4645930
云南省,Dianchi Lake Basin,白鱼口,01-16 20:00,2,11.3,8,7.6,583.3,5.8,5.8,0.69,0.044,2.76,0.005,3326840
云南省,Dianchi Lake Basin,断桥,01-16 20:00,2,11.7,8,9.3,581.6,2.8,3.3,0.03,0.032,5.34,0.004,6334921
云南省,Pearl River Basin,抚仙湖心,01-16 20:00,0,14.3,8,7.6,317.5,0.4,1.5,0.02,0.010,0.15,0.002,249693
云南省,Pearl River Basin,杞麓湖心,01-16 20:00,4,12.1,9,10.1,655.0,34.2,6.7,0.03,0.101,2.12,0.001,97297940
云南省,Pearl River Basin,星云湖心,01-16 20:00,3,12.4,8,6.8,700.0,8.4,6.3,0.02,0.077,1.07,0.008,21249080
云南省,Pearl River Basin,异龙湖中,01-16 20:00,4,13.8,9,8.8,596.4,16.9,11.4,0.02,0.046,1.21,0.023,32724800
云南省,Southwest Rivers,洱海湖心,01-16 20:00,1,12.4,9,8.1,271.1,2.5,4.0,0.02,0.016,0.32,0.011,15339300
陕西省,Yangtze River Basin,石门水库,01-16 20:00,0,7.3,8,9.5,236.1,3.1,1.5,0.06,0.007,0.97,0.045,1839219
陕西省,Yangtze River Basin,瀛湖坝前,01-16 20:00,1,12.4,8,9.0,267.7,1.7,1.1,0.02,0.023,1.29,0.036,1796955
甘肃省,Northwest Rivers,红崖山水库,01-16 20:00,0,2.7,8,12.8,642.2,9.4,1.6,0.02,0.007,2.49,0.007,297278
青海省,Yellow River Basin,龙羊峡库区出水口,01-16 20:00,0,8.0,8,8.6,488.5,4.2,1.7,0.02,0.006,0.68,0.002,140495
宁夏回族自治区,Yellow River Basin,鸭子荡水库,11-17 08:00,1,9.2,8,9.0,828.8,4.0,1.7,0.04,0.011,1.77,0.002,622629
宁夏回族自治区,Yellow River Basin,香山湖,01-16 20:00,1,4.4,9,11.2,659.3,2.6,2.1,0.02,0.005,0.76,0.003,1848399
新疆维吾尔自治区,Northwest Rivers,乌伦古湖码头,01-16 20:00,2,3.5,8,11.7,0,186.1,4.4,0.14,0.012,0.56,0.005,221942
河北省,Hai River Basin,姜各庄,01-17 20:00,1,1.9,8,13.8,636.8,7.8,3.2,0.02,0.065,4.44,0.049,6001040
河北省,Hai River Basin,衡水湖大湖心,12-18 20:00,2,6.6,9,10.4,1380.7,8.5,5.6,0.04,0.018,0.63,0.003,1316640
河北省,Hai River Basin,南刘庄,11-26 12:00,2,6.0,6,12.4,3.8,4.6,3.3,0.02,0.032,3.31,0.014,139743100
河北省,Hai River Basin,烧车淀,11-27 08:00,1,5.6,8,11.2,675.0,1.7,2.0,0.02,0.018,2.45,0.003,1075008
河北省,Hai River Basin,圈头,11-27 16:00,1,7.8,8,9.3,664.0,1.8,3.9,0.02,0.022,0,0.005,966853
河北省,Hai River Basin,采蒲台,01-17 20:00,1,6.2,8,8.8,1078.5,1.8,4.0,0.02,0.019,0.40,0.001,5664688
河北省,Hai River Basin,光淀张庄,11-27 12:00,1,1.6,8,14.1,1555.1,902.2,2.2,0.02,0.013,2.92,0.001,1354254
吉林省,Songhua River Basin,桦树林,01-17 20:00,2,2.3,7,8.7,137.3,7.9,4.7,0.02,0.034,1.80,0.001,946176
黑龙江省,Songhua River Basin,磨盘山水库出口,01-17 20:00,2,3.0,8,14.3,86.5,2.3,5.8,0.02,0.042,2.62,0.009,536576
黑龙江省,Songhua River Basin,泄洪1闸(小兴凯湖一闸),01-17 20:00,2,3.3,8,15.6,410.3,7.7,5.1,0.02,0.029,1.64,0.01,19840.00
黑龙江省,Songhua River Basin,档壁镇,01-17 20:00,3,4.0,8,10.3,184.3,87.5,4.7,0.54,0.067,1.02,0.010,10000
黑龙江省,Songhua River Basin,三道,01-17 20:00,3,2.4,7,12.1,154.6,40.1,5.6,0.02,0.096,3.00,0.031,33536
上海市,Lake Tai Basin,急水港桥,01-17 20:00,1,7.9,9,11.3,692.2,39.4,3.3,0.23,0.066,2.74,0.014,645307
江苏省,Lake Tai Basin,锡东水厂,01-17 20:00,2,9.9,8,10.4,415.9,26.2,1.8,0.02,0.045,1.81,0.004,1260520
江苏省,Lake Tai Basin,兰山嘴,01-17 20:00,3,6.0,8,13.3,449.1,28.2,4.2,0.02,0.061,1.79,0.018,6174137
江苏省,Lake Tai Basin,拖山,01-17 20:00,2,6.0,9,12.9,543.3,13.0,3.4,0.02,0.043,1.80,0.033,895048
江苏省,Lake Tai Basin,五里湖心,01-17 20:00,2,6.3,8,11.1,334.0,0,2.5,0.02,0.030,1.04,0.005,1008730
江苏省,Lake Tai Basin,胥湖心,01-17 20:00,2,7.1,8,11.4,347.3,92.5,2.9,0.02,0.038,2.33,0.007,4082570
江苏省,Lake Tai Basin,乌龟山南,01-17 20:00,2,6.2,8,13.1,321.1,46.3,3.0,0.02,0.036,1.45,0.010,2413040
江苏省,Lake Tai Basin,阳澄湖心,01-17 20:00,2,7.3,8,10.6,406.1,16.5,1.6,0.02,0.048,1.64,0.009,2020220
江苏省,Huai River Basin,老山乡,01-17 20:00,3,4.6,9,15.6,713.2,57.5,4.1,0.02,0.074,2.06,0.045,32310400
江苏省,Huai River Basin,蒋坝镇,01-17 20:00,3,4.7,8,14.6,625.5,11.0,5.2,0.02,0.054,1.69,0.015,9071030
江苏省,Huai River Basin,高良涧镇,01-17 20:00,2,5.2,8,12.4,697.4,27.0,3.9,0.02,0.041,0.98,0.011,3652170
江苏省,Huai River Basin,洪金,01-17 20:00,2,5.6,8,12.4,703.8,26.2,4.9,0.09,0.025,1.18,0.035,4936930
江苏省,Huai River Basin,临淮乡,01-17 20:00,2,4.6,8,14.3,662.1,7.0,5.2,0.02,0.029,1.07,0.005,3492735
江苏省,Huai River Basin,成河乡中,01-17 20:00,2,4.6,8,13.1,691.3,21.3,4.2,0.02,0.036,1.06,0.003,3586207
江苏省,Huai River Basin,龙集镇北,01-17 20:00,2,4.2,9,13.1,668.3,9.5,4.1,0.02,0.023,0.92,0.003,3196042
江苏省,Huai River Basin,骆马湖乡,01-17 20:00,1,3.1,9,15.4,614.0,2.1,3.3,0.02,0.022,1.20,0.011,1400421
江苏省,Huai River Basin,三场,01-17 20:00,1,3.7,8,14.7,705.3,1.7,3.2,0.02,0.015,1.42,0.008,1471233
浙江省,Zhejiang-Fujian Rivers,北湖中心,01-17 20:00,1,7.0,7,11.7,84.9,34.5,2.4,0.02,0.023,1.28,0.018,135468
浙江省,Zhejiang-Fujian Rivers,铜山源水库,01-17 20:00,1,9.4,7,10.0,93.5,2.4,0.8,0.03,0.022,0.43,0.033,36543000
浙江省,Zhejiang-Fujian Rivers,里石门水库,01-17 20:00,0,11.6,7,9.7,67.1,1.2,1.4,0.02,0.010,0.75,0.001,801758
安徽省,Chao Lake Basin,湖滨,01-17 20:00,1,7.4,8,12.7,364.6,25.3,2.9,0.02,0.025,1.21,0.016,2851039
安徽省,Chao Lake Basin,黄麓,01-17 20:00,2,6.1,8,13.3,334.4,24.6,3.1,0.02,0.032,1.20,0.006,4025023
安徽省,Chao Lake Basin,靠近大坝,01-17 20:00,1,7.5,7,10.9,86.7,13.9,1.9,0.02,0.017,0.93,0.006,484207
安徽省,Chao Lake Basin,新河入湖区,01-17 20:00,2,6.6,8,15.0,613.6,9.8,4.1,0.02,0.039,1.14,0.016,10405720
安徽省,Chao Lake Basin,西半湖湖心,01-17 20:00,1,6.5,8,13.2,355.2,3.8,3.2,0.02,0.023,1.03,0.012,1705429
安徽省,Chao Lake Basin,龟山,01-17 20:00,2,7.1,8,15.6,325.0,65.6,4.1,0.02,0.020,0.77,0.010,1469670
安徽省,Chao Lake Basin,东半湖湖心,01-17 20:00,2,6.8,8,12.7,367.3,20.5,3.0,0.02,0.031,1.29,0.014,1550830
安徽省,Chao Lake Basin,忠庙,01-17 20:00,2,6.8,8,13.5,313.8,23.7,3.1,0.02,0.027,1.20,0,894611
安徽省,Chao Lake Basin,兆河入湖区,01-17 20:00,3,6.1,9,13.9,328.6,7.1,6.4,0.03,0.030,0.77,0.029,10546020
安徽省,Huai River Basin,瓦埠湖,01-17 20:00,2,6.3,8,12.4,345.1,31.7,4.5,0.02,0.032,1.13,0.015,5378755
安徽省,Huai River Basin,焦岗湖,01-17 20:00,2,6.7,8,10.5,942.1,6.4,4.7,0.02,0.022,0.63,0.002,685389
安徽省,Yangtze River Basin,菜子湖,01-17 20:00,3,8.1,8,12.5,205.5,59.0,3.4,0.02,0.058,2.44,0.019,6880695
安徽省,Yangtze River Basin,龙感湖湖心（皖）,01-17 20:00,3,7.0,8,10.8,262.4,165.1,4.5,0.02,0.092,1.43,0.002,22345030
安徽省,Yangtze River Basin,武昌湖,01-17 20:00,1,8.5,8,11.2,129.3,20.5,1.8,0.04,0.022,0.99,0.006,5840599
安徽省,Yangtze River Basin,花亭湖坝前,01-17 20:00,0,10.6,7,9.5,89.1,1.0,1.4,0.02,0.010,0.69,0.004,156419
